model_id,panel,outcome,term,leaveout_primary_tag,coef,se,pval,nobs,weight_col,formula
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,bash,-0.1258151290901565,0.024143171914903262,2.2915238890081413e-07,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,docker,-0.11188233276786824,0.023689682437767694,2.668247176073517e-06,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,excel,-0.10749432201728407,0.02496905851101435,1.8383865379524326e-05,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,firebase,-0.13375124447685666,0.023672791886613687,2.1075618209826714e-08,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,javascript,-0.12957649056505238,0.023876916647904266,7.245199464844055e-08,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,kubernetes,-0.11917812230643098,0.023573311389937162,5.125777907638334e-07,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,linux,-0.12106058649520272,0.023843621055011043,4.588758070514168e-07,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,memory-management,-0.12425225669672464,0.024026580946425378,2.8207912261991116e-07,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,multithreading,-0.12909095303097876,0.024039840131072746,9.860911969028803e-08,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,numpy,-0.12860630907141513,0.024110933649323745,1.194871670717352e-07,1077,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,pandas,-0.1294994836750854,0.024367160070169168,1.3259413111988648e-07,1076,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,python,-0.0830170673860632,0.026306819205671825,0.0016502946034678155,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,regex,-0.13526215238707387,0.02389022774268538,1.971704808194516e-08,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,sql,-0.10826239613952834,0.022866992324370398,2.523228786309523e-06,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
