event_id,question_id,answer_id,user_id,role,surface,event_ts,event_month,strict_pattern_family,tool_families,primary_tag,month_id,high_tag,exposure_index,post_chatgpt
71bc3710359f5fa6,75687094,75689242,770765,answerer,answer_body,2023-03-09 19:33:50.017000+00:00,2023-03,tool_generated,ai_generated;chatgpt,javascript,2023-03,1,0.484762784788476,1
c788d3613d88ee30,75693988,,1826066,question_commenter,question_comment,2023-03-10 15:33:57.100000+00:00,2023-03,tool_generated,ai_generated;chatgpt,python,2023-03,1,0.3704293899547944,1
38a4e52ee6030aaa,75704337,,4224440,asker,question_body,2023-03-11 10:42:20.860000+00:00,2023-03,tool_said,chatgpt,javascript,2023-03,1,0.484762784788476,1
661a00ad4ed4c0cc,75704337,,4224440,asker,question_body,2023-03-11 10:42:20.860000+00:00,2023-03,used_tool,chatgpt,javascript,2023-03,1,0.484762784788476,1
47844bed5e4ed6e6,75709199,,2627777,asker,question_body,2023-03-11 20:04:05.237000+00:00,2023-03,from_tool,,python,2023-03,1,0.3704293899547944,1
cd9027ad7536cc88,75710495,,5029107,asker,question_body,2023-03-12 00:58:37.783000+00:00,2023-03,from_tool,chatgpt,sql,2023-03,1,0.8127371844006236,1
13c4689e2885fb17,75712694,,21382610,asker,question_body,2023-03-12 11:08:06.773000+00:00,2023-03,from_tool,openai,python,2023-03,1,0.3704293899547944,1
b8f8ecbbfc073aa7,75717683,,21386362,asker,title,2023-03-13 02:48:53.883000+00:00,2023-03,from_tool,openai,javascript,2023-03,1,0.484762784788476,1
001530f771f3e7fc,75718295,,21386838,asker,question_body,2023-03-13 05:26:13.767000+00:00,2023-03,from_tool,openai,bash,2023-03,1,0.4267372425853595,1
b46257d95308dd43,75718295,75718486,21386838,answer_commenter,answer_comment,2023-03-13 18:05:15.200000+00:00,2023-03,from_tool,chatgpt;openai,bash,2023-03,1,0.4267372425853595,1
d232286422c26c92,75729884,,4900133,asker,question_body,2023-03-14 06:51:46.717000+00:00,2023-03,tool_said,chatgpt,kubernetes,2023-03,0,-1.5867667726106391,1
2c9f1bcb4d481532,75679169,75732585,21395907,answerer,answer_body,2023-03-14 11:34:27.040000+00:00,2023-03,from_tool,chatgpt,javascript,2023-03,1,0.484762784788476,1
3998e4ed9dd1f8c4,75738061,,21399222,asker,question_body,2023-03-14 20:25:03.843000+00:00,2023-03,from_tool,chatgpt,android,2023-03,0,-0.5824723369899437,1
9950d9eda2f98a72,75738061,75738516,506796,answerer,answer_body,2023-03-14 21:21:15.823000+00:00,2023-03,from_tool,chatgpt,android,2023-03,0,-0.5824723369899437,1
1d2354c681101ad9,75740652,,1519468,asker,question_body,2023-03-15 04:48:33.080000+00:00,2023-03,from_tool,chatgpt;gpt_family;openai,python,2023-03,1,0.3704293899547944,1
88f73bb4627f3bae,75744618,,19964422,asker,question_body,2023-03-15 12:20:28.443000+00:00,2023-03,tool_generated,chatgpt,python,2023-03,1,0.3704293899547944,1
661827b0a6421402,75747955,,21391326,asker,title,2023-03-15 17:07:35.887000+00:00,2023-03,from_tool,openai,python,2023-03,1,0.3704293899547944,1
3935760f28cd9c36,75747266,,21405080,question_commenter,question_comment,2023-03-15 17:48:12.360000+00:00,2023-03,tool_said,chatgpt,javascript,2023-03,1,0.484762784788476,1
9a320c4503e0ae1b,75747266,,3270037,question_commenter,question_comment,2023-03-15 18:08:35.543000+00:00,2023-03,tool_said,chatgpt,javascript,2023-03,1,0.484762784788476,1
9ba229b8faaa66ed,75751994,75752796,21407890,answer_commenter,answer_comment,2023-03-16 08:43:23.377000+00:00,2023-03,from_tool,chatgpt,javascript,2023-03,1,0.484762784788476,1
cabe51dff44be541,75761536,,20373546,asker,question_body,2023-03-16 20:52:56.013000+00:00,2023-03,from_tool,chatgpt,python,2023-03,1,0.3704293899547944,1
1b53b718bbe2792b,75761099,,14790056,question_commenter,question_comment,2023-03-16 21:40:51.033000+00:00,2023-03,from_tool,chatgpt,sql,2023-03,1,0.8127371844006236,1
c229c547ccef4212,75763488,75763573,2402272,answerer,answer_body,2023-03-17 03:42:34.167000+00:00,2023-03,from_tool,chatgpt,javascript,2023-03,1,0.484762784788476,1
6a37f2de7f6ec6c0,75773786,,9680491,asker,question_body,2023-03-18 03:59:30.213000+00:00,2023-03,used_tool,chatgpt;gpt_family;openai,python,2023-03,1,0.3704293899547944,1
b786652f311bf98c,75773786,,9680491,asker,question_body,2023-03-18 03:59:30.213000+00:00,2023-03,from_tool,chatgpt;gpt_family;openai,python,2023-03,1,0.3704293899547944,1
a72089e4b9453c6a,75773786,,395857,question_commenter,question_comment,2023-03-18 06:25:28.223000+00:00,2023-03,from_tool,gpt_family;openai,python,2023-03,1,0.3704293899547944,1
cb169b3be419ea4d,75774873,,13266105,question_commenter,question_comment,2023-03-18 10:06:26.513000+00:00,2023-03,from_tool,gpt_family;openai,python,2023-03,1,0.3704293899547944,1
2afbe1761d30074b,75775189,75775259,401041,answerer,answer_body,2023-03-18 10:25:09.670000+00:00,2023-03,from_tool,chatgpt,python,2023-03,1,0.3704293899547944,1
0b1cd9580565c957,75774873,75777838,10347145,answerer,answer_body,2023-03-18 18:20:54.977000+00:00,2023-03,from_tool,gpt_family;openai,python,2023-03,1,0.3704293899547944,1
562c9a3973e25825,75780287,,8278075,asker,question_body,2023-03-19 05:44:21.877000+00:00,2023-03,tool_said,chatgpt,firebase,2023-03,0,-0.8269317640104322,1
be0c8a1c8ad7a9ca,75782864,,5130299,asker,question_body,2023-03-19 14:55:34.660000+00:00,2023-03,from_tool,chatgpt;gpt_family;openai,javascript,2023-03,1,0.484762784788476,1
89dff34aec46aa75,75784990,,6424533,asker,question_body,2023-03-19 21:20:14.037000+00:00,2023-03,used_tool,chatgpt,pandas,2023-03,1,1.1493993062473231,1
1785197f24c40b5b,75741198,75787399,20925777,answerer,answer_body,2023-03-20 07:10:53.030000+00:00,2023-03,used_tool,,javascript,2023-03,1,0.484762784788476,1
19498689c3f35dba,75793047,,52545,asker,question_body,2023-03-20 16:45:10.013000+00:00,2023-03,from_tool,chatgpt,regex,2023-03,1,1.657307329678494,1
6b98daf7f07595f6,75793683,,6039697,asker,question_body,2023-03-20 17:53:04.323000+00:00,2023-03,tool_generated,ai_generated;chatgpt,python,2023-03,1,0.3704293899547944,1
1437811be1cac364,75804316,,21449766,asker,question_body,2023-03-21 17:08:25.153000+00:00,2023-03,tool_said,chatgpt,javascript,2023-03,1,0.484762784788476,1
315eac89ad69bff4,75807664,,3944252,asker,question_body,2023-03-22 01:09:17.973000+00:00,2023-03,from_tool,chatgpt;gpt_family;openai,python,2023-03,1,0.3704293899547944,1
4eb397cb190ed297,75807664,,3944252,asker,title,2023-03-22 01:09:17.973000+00:00,2023-03,from_tool,chatgpt;openai,python,2023-03,1,0.3704293899547944,1
4b6aee2664bebf5b,75729884,75743819,4900133,answer_commenter,answer_comment,2023-03-22 05:55:10.423000+00:00,2023-03,tool_said,chatgpt,kubernetes,2023-03,0,-1.5867667726106391,1
c24ebf2131ed5304,75810214,,14917676,asker,question_body,2023-03-22 09:05:09.710000+00:00,2023-03,from_tool,chatgpt,python,2023-03,1,0.3704293899547944,1
3da1da3773f6fefe,75819244,,20936304,asker,question_body,2023-03-23 04:25:59.620000+00:00,2023-03,used_tool,chatgpt,javascript,2023-03,1,0.484762784788476,1
b917d3afae21b5c0,75819244,,5999841,question_commenter,question_comment,2023-03-23 13:58:05.080000+00:00,2023-03,tool_generated,ai_generated;chatgpt,javascript,2023-03,1,0.484762784788476,1
d2b145c9b68239a9,75819244,,5999841,question_commenter,question_comment,2023-03-23 13:58:05.080000+00:00,2023-03,from_tool,ai_generated;chatgpt,javascript,2023-03,1,0.484762784788476,1
8c1f2fc312d88823,75826303,,13401408,question_commenter,question_comment,2023-03-23 17:50:52.600000+00:00,2023-03,used_tool,,javascript,2023-03,1,0.484762784788476,1
44a5085fe8e19c35,75829543,,21477627,asker,question_body,2023-03-24 02:24:55.400000+00:00,2023-03,from_tool,chatgpt;openai,python,2023-03,1,0.3704293899547944,1
cf6eee8aa1ff74b5,75835075,,15725698,asker,question_body,2023-03-24 14:45:39.160000+00:00,2023-03,from_tool,chatgpt,android,2023-03,0,-0.5824723369899437,1
4b992b5ef86cd0ce,75835836,,21482494,asker,question_body,2023-03-24 15:59:28.580000+00:00,2023-03,used_tool,chatgpt,python,2023-03,1,0.3704293899547944,1
41710e9530337f7a,75837803,,19440446,asker,question_body,2023-03-24 20:13:58.303000+00:00,2023-03,tool_generated,ai_generated;chatgpt;gpt_family;llm,python,2023-03,1,0.3704293899547944,1
77d4b29de0373731,75837803,,19440446,asker,question_body,2023-03-24 20:13:58.303000+00:00,2023-03,from_tool,ai_generated;chatgpt;gpt_family;llm,python,2023-03,1,0.3704293899547944,1
28887ad7e21828fb,75839141,,11072102,asker,question_body,2023-03-25 01:06:33.357000+00:00,2023-03,used_tool,chatgpt,javascript,2023-03,1,0.484762784788476,1
59b3e79272b384f7,75644844,75839824,3590155,answerer,answer_body,2023-03-25 05:39:53.757000+00:00,2023-03,tool_said,,android,2023-03,0,-0.5824723369899437,1
0b6e495eb28b6554,75818966,75819851,15912354,answer_commenter,answer_comment,2023-03-25 16:22:03.423000+00:00,2023-03,used_tool,chatgpt,javascript,2023-03,1,0.484762784788476,1
92f28819cb1a968b,75848481,,12908887,asker,question_body,2023-03-26 14:58:31.670000+00:00,2023-03,from_tool,chatgpt;gpt_family;openai,python,2023-03,1,0.3704293899547944,1
32973971c6c53e40,75850115,,20224271,asker,question_body,2023-03-26 19:39:13.357000+00:00,2023-03,used_tool,chatgpt,python,2023-03,1,0.3704293899547944,1
9ccb2ec0f05c159b,75851308,,21497156,asker,question_body,2023-03-27 00:29:19.023000+00:00,2023-03,from_tool,openai,javascript,2023-03,1,0.484762784788476,1
2f5175fe4813bfb1,75854661,,19362598,asker,question_body,2023-03-27 10:28:11.147000+00:00,2023-03,from_tool,gpt_family;openai,javascript,2023-03,1,0.484762784788476,1
1ba7d1da7b471f4c,75854922,,15766349,asker,question_body,2023-03-27 10:56:33.780000+00:00,2023-03,from_tool,openai,python,2023-03,1,0.3704293899547944,1
8944ec225b2ee365,75861569,,21505884,asker,question_body,2023-03-28 01:09:05.817000+00:00,2023-03,used_tool,chatgpt,python,2023-03,1,0.3704293899547944,1
683d0132d48f2f50,74311275,75868358,11259671,answerer,answer_body,2023-03-28 15:43:49.843000+00:00,2023-03,from_tool,openai,python,2022-11,1,0.3704293899547944,0
d1752df524e964e2,75871477,,317522,asker,question_body,2023-03-28 22:09:59.467000+00:00,2023-03,used_tool,chatgpt,kubernetes,2023-03,0,-1.5867667726106391,1
9da9fa92996a9d1d,75874218,,21164393,asker,title,2023-03-29 07:16:35.070000+00:00,2023-03,from_tool,openai,javascript,2023-03,1,0.484762784788476,1
b74b269d80f776f8,75870544,75871875,8207701,answer_commenter,answer_comment,2023-03-29 09:29:42.697000+00:00,2023-03,from_tool,,android,2023-03,0,-0.5824723369899437,1
55a9b305d53f2e84,75884858,,21524457,asker,question_body,2023-03-30 06:38:27.883000+00:00,2023-03,tool_generated,chatgpt,javascript,2023-03,1,0.484762784788476,1
7746c53d3ff9b3a2,75895321,,18628287,asker,question_body,2023-03-31 06:03:44.003000+00:00,2023-03,from_tool,openai,python,2023-03,1,0.3704293899547944,1
c588fef34c67056e,75897904,,14954895,asker,question_body,2023-03-31 11:15:21.890000+00:00,2023-03,tool_said,chatgpt,bash,2023-03,1,0.4267372425853595,1
3b1ad6a65da50c3b,75898276,75898717,10347145,answer_commenter,answer_comment,2023-03-31 13:34:44.520000+00:00,2023-03,from_tool,chatgpt,python,2023-03,1,0.3704293899547944,1
53e1d157928db750,75900140,75900574,2887218,answer_commenter,answer_comment,2023-03-31 16:20:00.567000+00:00,2023-03,from_tool,chatgpt,javascript,2023-03,1,0.484762784788476,1
473bbebe79a5a444,75902391,,11067691,asker,question_body,2023-03-31 20:07:01.353000+00:00,2023-03,tool_said,,javascript,2023-03,1,0.484762784788476,1
4f918351ec91a230,75902619,,21043620,asker,question_body,2023-03-31 20:45:02.937000+00:00,2023-03,tool_said,chatgpt,excel,2023-03,1,0.5121987286806099,1
6452aace4be1de3c,75903813,,18318491,asker,question_body,2023-04-01 01:24:27.950000+00:00,2023-04,from_tool,,javascript,2023-04,1,0.484762784788476,1
de8ae159d4f73210,75903266,,20258857,question_commenter,question_comment,2023-04-01 02:39:17.543000+00:00,2023-04,tool_said,chatgpt,python,2023-03,1,0.3704293899547944,1
cd7a83e151a716b7,75905309,,3232212,asker,question_body,2023-04-01 09:24:42.643000+00:00,2023-04,from_tool,ai_generated;openai,javascript,2023-04,1,0.484762784788476,1
bc2fa065bd4c34c4,75905725,,7735807,asker,question_body,2023-04-01 10:50:31.557000+00:00,2023-04,tool_said,chatgpt,javascript,2023-04,1,0.484762784788476,1
76fefe53d3dd6600,75911509,,21239448,question_commenter,question_comment,2023-04-02 11:22:47.877000+00:00,2023-04,from_tool,chatgpt,javascript,2023-04,1,0.484762784788476,1
57943bc0e6c069d4,75912193,,20107284,asker,question_body,2023-04-02 13:05:06.383000+00:00,2023-04,used_tool,chatgpt,android,2023-04,0,-0.5824723369899437,1
711111ba6feb3456,75899012,,21536249,question_commenter,question_comment,2023-04-02 14:09:52.993000+00:00,2023-04,from_tool,chatgpt,python,2023-03,1,0.3704293899547944,1
5137de34080b7cb0,75913640,,17814297,asker,question_body,2023-04-02 17:40:44.183000+00:00,2023-04,used_tool,chatgpt,javascript,2023-04,1,0.484762784788476,1
ea9deb992528063f,75915368,75915629,14281933,answer_commenter,answer_comment,2023-04-03 02:51:28.940000+00:00,2023-04,from_tool,chatgpt,android,2023-04,0,-0.5824723369899437,1
b5fbf4a649d30941,75909209,75917834,10347145,answerer,answer_body,2023-04-03 09:19:01.923000+00:00,2023-04,from_tool,gpt_family;openai,javascript,2023-04,1,0.484762784788476,1
71aed820d08a1725,75914097,75918297,3297291,answerer,answer_body,2023-04-03 10:08:51.877000+00:00,2023-04,used_tool,chatgpt,javascript,2023-04,1,0.484762784788476,1
a7c014dc3e137cfe,75921849,75921947,4876561,answerer,answer_body,2023-04-03 16:57:10.403000+00:00,2023-04,from_tool,openai,python,2023-04,1,0.3704293899547944,1
3d179296da34d56d,75903909,75922732,79697,answerer,answer_body,2023-04-03 18:37:41.780000+00:00,2023-04,from_tool,,javascript,2023-04,1,0.484762784788476,1
560535c2e1edc85b,75922761,,21558779,asker,question_body,2023-04-03 18:40:24.263000+00:00,2023-04,tool_generated,chatgpt,python,2023-04,1,0.3704293899547944,1
888320a9ee115fa4,75924333,,13971251,question_commenter,question_comment,2023-04-03 23:52:50.363000+00:00,2023-04,used_tool,chatgpt,python,2023-04,1,0.3704293899547944,1
4d0f751f004fba4f,75924846,,15295176,asker,question_body,2023-04-04 01:30:08.067000+00:00,2023-04,from_tool,chatgpt,python,2023-04,1,0.3704293899547944,1
043e31653ed55f89,75925144,,9716603,asker,question_body,2023-04-04 02:46:42.063000+00:00,2023-04,from_tool,chatgpt,pandas,2023-04,1,1.1493993062473231,1
3de08a3f16e4bfc0,75926606,,828896,asker,question_body,2023-04-04 07:29:13.330000+00:00,2023-04,from_tool,openai,android,2023-04,0,-0.5824723369899437,1
9bbf9f75d2b6e08b,75928561,,7874234,asker,question_body,2023-04-04 11:01:41.943000+00:00,2023-04,from_tool,openai,firebase,2023-04,0,-0.8269317640104322,1
52e29b5a2e8bbd64,75928794,,2469390,asker,question_body,2023-04-04 11:26:45.340000+00:00,2023-04,from_tool,gpt_family,python,2023-04,1,0.3704293899547944,1
933d540108ec1531,75930449,,21165129,asker,question_body,2023-04-04 14:15:06.843000+00:00,2023-04,tool_said,chatgpt,javascript,2023-04,1,0.484762784788476,1
36ff7c78db488a3b,75933992,,21567813,asker,question_body,2023-04-04 21:29:30.650000+00:00,2023-04,tool_generated,chatgpt,javascript,2023-04,1,0.484762784788476,1
765e3fde4ad9b586,75935056,,2444751,asker,question_body,2023-04-05 01:43:13.873000+00:00,2023-04,from_tool,chatgpt,bash,2023-04,1,0.4267372425853595,1
667965c670a7c06f,75935538,,4761307,asker,question_body,2023-04-05 04:01:44.840000+00:00,2023-04,from_tool,chatgpt;openai,python,2023-04,1,0.3704293899547944,1
6275015c8da4d681,75939576,,19280191,asker,question_body,2023-04-05 12:44:10.950000+00:00,2023-04,from_tool,chatgpt,android,2023-04,0,-0.5824723369899437,1
5f8db01495bb383d,75941716,75941717,10957844,answerer,answer_body,2023-04-05 16:06:16.667000+00:00,2023-04,tool_generated,chatgpt,python,2023-04,1,0.3704293899547944,1
55b252c629aa772f,75941868,,21574806,asker,question_body,2023-04-05 16:22:45.563000+00:00,2023-04,used_tool,chatgpt,python,2023-04,1,0.3704293899547944,1
f947b0145f974a69,75941220,75941346,4766130,answer_commenter,answer_comment,2023-04-05 16:35:11.380000+00:00,2023-04,tool_said,,sql,2023-04,1,0.8127371844006236,1
d3be9cc4e404d941,75941868,,354577,question_commenter,question_comment,2023-04-05 23:33:16.763000+00:00,2023-04,used_tool,chatgpt,python,2023-04,1,0.3704293899547944,1
d6db01e070ecc7c0,75945190,,21577362,asker,question_body,2023-04-06 01:39:20.067000+00:00,2023-04,used_tool,chatgpt,javascript,2023-04,1,0.484762784788476,1
04ff6a6e2c839968,75945472,,160059,asker,question_body,2023-04-06 02:58:34.860000+00:00,2023-04,from_tool,chatgpt,javascript,2023-04,1,0.484762784788476,1
076592d0da12be89,75945584,,179234,asker,question_body,2023-04-06 03:26:49.450000+00:00,2023-04,used_tool,,python,2023-04,1,0.3704293899547944,1
5cd725c664c48177,75946877,,11487426,asker,title,2023-04-06 07:27:37.677000+00:00,2023-04,from_tool,,python,2023-04,1,0.3704293899547944,1
c8443787f072ddc4,75953330,,21583951,asker,question_body,2023-04-06 20:01:39.817000+00:00,2023-04,from_tool,gpt_family;openai,python,2023-04,1,0.3704293899547944,1
eb6d5940ca4078e6,75955666,,17777160,asker,question_body,2023-04-07 05:25:54.200000+00:00,2023-04,used_tool,chatgpt,android,2023-04,0,-0.5824723369899437,1
e1adc258173999e2,75962154,,17090926,asker,question_body,2023-04-07 21:43:43.353000+00:00,2023-04,from_tool,chatgpt,docker,2023-04,0,-2.067518990036933,1
db216f19f3a5a3c1,75968805,,11669260,asker,question_body,2023-04-09 04:40:17.667000+00:00,2023-04,from_tool,gpt_family,javascript,2023-04,1,0.484762784788476,1
563e518f7875a872,75969974,,1335473,asker,question_body,2023-04-09 10:26:58.897000+00:00,2023-04,from_tool,chatgpt;gpt_family;openai,python,2023-04,1,0.3704293899547944,1
876e21cc5c4baaf6,75971348,,10493646,asker,question_body,2023-04-09 15:21:41.143000+00:00,2023-04,tool_said,chatgpt,android,2023-04,0,-0.5824723369899437,1
ef1ad6c54612058b,75971348,,10493646,asker,question_body,2023-04-09 15:21:41.143000+00:00,2023-04,used_tool,chatgpt,android,2023-04,0,-0.5824723369899437,1
8842469166d30d1e,75972533,,21557942,asker,title,2023-04-09 19:43:56.483000+00:00,2023-04,from_tool,openai,python,2023-04,1,0.3704293899547944,1
ece51d90b3c803f4,75973270,,21304003,asker,question_body,2023-04-09 22:52:27.933000+00:00,2023-04,tool_said,chatgpt,firebase,2023-04,0,-0.8269317640104322,1
19f401afc3bcbbc3,75697442,75973445,15251837,answerer,answer_body,2023-04-09 23:48:09.347000+00:00,2023-04,from_tool,openai,javascript,2023-03,1,0.484762784788476,1
5af3764dfc8618c5,73490029,75972728,2227743,answer_commenter,answer_comment,2023-04-10 09:50:25.773000+00:00,2023-04,from_tool,chatgpt,docker,2022-08,0,-2.067518990036933,0
79b332a6c58078f6,75977077,,20625047,asker,question_body,2023-04-10 12:21:08.837000+00:00,2023-04,from_tool,chatgpt,linux,2023-04,0,-0.3486118221209918,1
eb3b41d266952566,75977977,,21585033,asker,question_body,2023-04-10 14:28:57.367000+00:00,2023-04,used_tool,,android,2023-04,0,-0.5824723369899437,1
2730cc3dacda2d43,75979815,,21610884,asker,question_body,2023-04-10 18:45:19.170000+00:00,2023-04,from_tool,chatgpt;gpt_family;llm;openai,python,2023-04,1,0.3704293899547944,1
b26681eae3336f6f,75974732,,506796,question_commenter,question_comment,2023-04-10 19:38:33.330000+00:00,2023-04,from_tool,chatgpt,android,2023-04,0,-0.5824723369899437,1
b5a03f794a56cfe3,75980698,,21612435,asker,question_body,2023-04-10 21:01:04.367000+00:00,2023-04,from_tool,chatgpt,python,2023-04,1,0.3704293899547944,1
9d6a2b8b67dca9e0,75983623,,20637130,asker,question_body,2023-04-11 07:56:47.003000+00:00,2023-04,used_tool,chatgpt,python,2023-04,1,0.3704293899547944,1
426d906cc7a4d94e,75394143,75986113,13086128,answerer,answer_body,2023-04-11 12:50:00.140000+00:00,2023-04,from_tool,openai,python,2023-02,1,0.3704293899547944,1
af15d2c61110f57e,75986408,,7181416,asker,question_body,2023-04-11 13:23:31.163000+00:00,2023-04,used_tool,gpt_family;openai,python,2023-04,1,0.3704293899547944,1
d4843efda973a744,75990640,,15750433,asker,question_body,2023-04-11 22:49:13.227000+00:00,2023-04,tool_said,chatgpt,python,2023-04,1,0.3704293899547944,1
4aa35cccb4b3af48,75903909,75922732,181691,answer_commenter,answer_comment,2023-04-12 08:17:56.987000+00:00,2023-04,from_tool,,javascript,2023-04,1,0.484762784788476,1
9c4c4a2762131053,75996430,,21626714,asker,question_body,2023-04-12 14:05:33.260000+00:00,2023-04,tool_said,gpt_family,bash,2023-04,1,0.4267372425853595,1
3043f4767bfeed0c,76004695,,13295989,asker,question_body,2023-04-13 11:06:44.437000+00:00,2023-04,from_tool,gpt_family,android,2023-04,0,-0.5824723369899437,1
3d0a646cebd5a8ca,76006647,,4253946,asker,question_body,2023-04-13 14:29:59.357000+00:00,2023-04,from_tool,chatgpt;openai,python,2023-04,1,0.3704293899547944,1
c65afe5992ab7d4c,75898276,75898717,3018860,answer_commenter,answer_comment,2023-04-14 12:40:25.787000+00:00,2023-04,from_tool,gpt_family,python,2023-03,1,0.3704293899547944,1
ebb74e1e48ccabd8,75966973,76015845,21597554,answerer,answer_body,2023-04-14 13:53:14.403000+00:00,2023-04,from_tool,gpt_family;llm;openai,python,2023-04,1,0.3704293899547944,1
c2b6c604eb5cf81c,76019717,,12727917,asker,question_body,2023-04-15 00:04:53.233000+00:00,2023-04,from_tool,chatgpt,javascript,2023-04,1,0.484762784788476,1
b60a0a7135964057,76022465,,19119772,asker,question_body,2023-04-15 13:07:23.760000+00:00,2023-04,used_tool,chatgpt,memory-management,2023-04,0,-0.522609519626134,1
a9c31e5f0780fd83,76025164,,20904142,asker,question_body,2023-04-15 23:09:40.540000+00:00,2023-04,from_tool,gpt_family;openai,python,2023-04,1,0.3704293899547944,1
136e9cabf7fdd300,76025460,,17929745,asker,question_body,2023-04-16 01:05:58.300000+00:00,2023-04,tool_generated,chatgpt,excel,2023-04,1,0.5121987286806099,1
13933cd74ad5c14b,76025063,,21653122,question_commenter,question_comment,2023-04-16 10:47:38.040000+00:00,2023-04,used_tool,chatgpt,excel,2023-04,1,0.5121987286806099,1
668a71e3b041e3b4,76030449,,20760662,asker,question_body,2023-04-16 21:36:15.777000+00:00,2023-04,used_tool,chatgpt,python,2023-04,1,0.3704293899547944,1
03281021f4f39ded,76035847,,3802473,asker,question_body,2023-04-17 13:46:32.750000+00:00,2023-04,tool_said,chatgpt,python,2023-04,1,0.3704293899547944,1
cd9a87409547c190,76033294,76036130,6223536,answer_commenter,answer_comment,2023-04-17 15:40:23.510000+00:00,2023-04,used_tool,chatgpt,bash,2023-04,1,0.4267372425853595,1
1198fe92816acdb6,76038250,,18261191,asker,question_body,2023-04-17 18:37:27.753000+00:00,2023-04,from_tool,chatgpt;openai,python,2023-04,1,0.3704293899547944,1
787bde15cba883aa,76039269,76039346,5625547,answer_commenter,answer_comment,2023-04-17 22:54:30.197000+00:00,2023-04,from_tool,chatgpt,javascript,2023-04,1,0.484762784788476,1
c6a071cb857133d6,76047350,,21674585,asker,question_body,2023-04-18 17:13:43.413000+00:00,2023-04,from_tool,chatgpt,python,2023-04,1,0.3704293899547944,1
7a281fbf09399a79,76047350,76047646,17030540,answerer,answer_body,2023-04-18 17:47:19.913000+00:00,2023-04,from_tool,chatgpt,python,2023-04,1,0.3704293899547944,1
8a7ea8f984d64c48,76052378,,11321530,asker,question_body,2023-04-19 08:36:41.433000+00:00,2023-04,from_tool,chatgpt;gpt_family;openai,javascript,2023-04,1,0.484762784788476,1
57139fd9a7da0108,76059973,,20692967,asker,question_body,2023-04-20 01:50:40.993000+00:00,2023-04,used_tool,chatgpt;gpt_family,sql,2023-04,1,0.8127371844006236,1
b6f807e40f80cdf4,76062159,,3326008,asker,question_body,2023-04-20 08:45:38.753000+00:00,2023-04,from_tool,chatgpt,javascript,2023-04,1,0.484762784788476,1
56fe7502edc709c6,76062394,,14606987,asker,question_body,2023-04-20 09:09:55.960000+00:00,2023-04,from_tool,gpt_family;llm;openai,python,2023-04,1,0.3704293899547944,1
576da291e217c371,76062394,,14606987,asker,title,2023-04-20 09:09:55.960000+00:00,2023-04,from_tool,gpt_family,python,2023-04,1,0.3704293899547944,1
24d08199ad093e04,76066020,,18923861,asker,question_body,2023-04-20 15:50:43.390000+00:00,2023-04,from_tool,gpt_family;openai,javascript,2023-04,1,0.484762784788476,1
a9d438b5ed4e2f17,76066707,76066764,4038800,answerer,answer_body,2023-04-20 17:25:42.130000+00:00,2023-04,from_tool,chatgpt;gpt_family;llm,python,2023-04,1,0.3704293899547944,1
10ad7347ac2d2fcb,76069828,,21695621,asker,question_body,2023-04-21 04:06:59.023000+00:00,2023-04,from_tool,chatgpt,javascript,2023-04,1,0.484762784788476,1
2f7db38fb67e55fa,76070125,,21696031,asker,question_body,2023-04-21 05:24:15.637000+00:00,2023-04,used_tool,chatgpt,python,2023-04,1,0.3704293899547944,1
d9166944640399c7,76073565,,10759664,asker,question_body,2023-04-21 13:20:32.907000+00:00,2023-04,from_tool,,python,2023-04,1,0.3704293899547944,1
480c200b61cc0219,76068070,76068862,21693461,answer_commenter,answer_comment,2023-04-21 19:05:52.957000+00:00,2023-04,used_tool,chatgpt,excel,2023-04,1,0.5121987286806099,1
027a60ed5357cd51,76076685,,17350075,asker,question_body,2023-04-21 21:02:13.567000+00:00,2023-04,used_tool,chatgpt,python,2023-04,1,0.3704293899547944,1
f12890db19d1dd85,76066020,76074346,18923861,answer_commenter,answer_comment,2023-04-22 14:18:50.057000+00:00,2023-04,tool_generated,gpt_family,javascript,2023-04,1,0.484762784788476,1
722f15a0126c6c7c,76080653,,10717064,asker,question_body,2023-04-22 16:16:18.087000+00:00,2023-04,from_tool,chatgpt;gpt_family;openai,javascript,2023-04,1,0.484762784788476,1
a05bb66c4b9797cc,76084296,,21709806,asker,question_body,2023-04-23 10:21:27.370000+00:00,2023-04,used_tool,chatgpt;gpt_family;openai,python,2023-04,1,0.3704293899547944,1
a4323b43ca9a2d70,76084296,,21709806,asker,question_body,2023-04-23 10:21:27.370000+00:00,2023-04,from_tool,chatgpt;gpt_family;openai,python,2023-04,1,0.3704293899547944,1
d6ed7a84dec4e485,76086735,,15569904,asker,question_body,2023-04-23 19:06:11.403000+00:00,2023-04,from_tool,chatgpt,python,2023-04,1,0.3704293899547944,1
a4829707c265ea27,76087452,,5691553,asker,question_body,2023-04-23 21:54:33.020000+00:00,2023-04,from_tool,chatgpt,linux,2023-04,0,-0.3486118221209918,1
34a385b61c9c5b2c,76088149,,21057855,asker,question_body,2023-04-24 01:58:05.587000+00:00,2023-04,from_tool,chatgpt,python,2023-04,1,0.3704293899547944,1
4e5958a8fa921322,76086053,,2442804,question_commenter,question_comment,2023-04-24 08:24:19.303000+00:00,2023-04,tool_said,chatgpt,python,2023-04,1,0.3704293899547944,1
