treated_user_id,control_user_id,hit_month_id,hit_month_index,distance,matching_rule,treated_first_active_bucket,control_first_active_bucket,treated_ask_bin,control_ask_bin
160059,27494,2023-04,639,0.0,first_active_bucket+ask_bin,early,early,one,one
11321530,20215078,2023-04,639,0.09131053966862424,first_active_bucket+ask_bin,mid,mid,mid,mid
11669260,15485,2023-04,639,0.0,first_active_bucket+ask_bin,early,early,one,one
12902027,817630,2023-04,639,0.0,first_active_bucket+ask_bin,early,early,low,low
20012092,1112097,2023-04,639,0.08368077844729475,first_active_bucket+ask_bin,mid,mid,mid,mid
6421492,33890,2023-04,639,3.060712581965566,first_active_bucket+relaxed_ask_bin,early,early,zero,one
13567467,291470,2023-04,639,3.0606547462781086,first_active_bucket+relaxed_ask_bin,early,early,zero,one
16277480,99717,2023-04,639,0.0,first_active_bucket+ask_bin,early,early,one,one
8152261,459975,2023-04,639,3.0605390760936175,first_active_bucket+relaxed_ask_bin,early,early,zero,one
2229278,82733,2023-04,639,3.060481241596667,first_active_bucket+relaxed_ask_bin,early,early,zero,one
10284337,92312,2023-04,639,0.0,first_active_bucket+ask_bin,mid,mid,one,one
3904557,420892,2023-04,639,3.060423407496636,first_active_bucket+relaxed_ask_bin,early,early,zero,one
14523375,550643,2023-04,639,3.060365573793566,first_active_bucket+relaxed_ask_bin,early,early,zero,one
15625520,854791,2023-04,639,6.02956261669114,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21537142,260,2023-04,639,0.0,first_active_bucket+ask_bin,mid,mid,one,one
2838281,22136,2023-04,639,0.0,first_active_bucket+ask_bin,mid,mid,one,one
4222261,445142,2023-04,639,3.060307740487498,first_active_bucket+relaxed_ask_bin,early,early,zero,one
10717064,4639,2023-04,639,3.0602499075784753,first_active_bucket+relaxed_ask_bin,early,early,zero,one
11075360,249341,2023-04,639,3.060192075066537,first_active_bucket+relaxed_ask_bin,early,early,zero,one
15478457,217304,2023-04,639,3.060134242951727,first_active_bucket+relaxed_ask_bin,early,early,zero,one
17945984,243796,2023-04,639,6.02942336561748,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
20779237,3525406,2023-04,639,0.0,first_active_bucket+ask_bin,mid,mid,low,low
20904142,56,2023-04,639,0.0,first_active_bucket+ask_bin,mid,mid,one,one
21181172,6414,2023-04,639,0.0,first_active_bucket+ask_bin,mid,mid,one,one
10560942,191899,2023-04,639,6.135612920817584,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
12108041,134702,2023-04,639,3.060076411234087,first_active_bucket+relaxed_ask_bin,early,early,zero,one
12138506,764653,2023-04,639,3.0600185799136574,first_active_bucket+relaxed_ask_bin,early,early,zero,one
13290761,1939183,2023-04,639,6.029239965940286,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
16659327,227755,2023-04,639,6.13552069683355,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
18261191,297823,2023-04,639,6.135474763755817,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19223396,17507,2023-04,639,0.0,first_active_bucket+ask_bin,mid,mid,one,one
21128862,5957,2023-04,639,0.0,first_active_bucket+ask_bin,mid,mid,one,one
21374700,2749,2023-04,639,0.0,first_active_bucket+ask_bin,mid,mid,one,one
21659966,334833,2023-04,639,6.135290349234222,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21709806,336403,2023-04,639,6.135244416498334,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
1335473,351885,2023-04,639,6.13519848383481,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
2704400,444561,2023-04,639,6.135152551243654,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
4761307,492034,2023-04,639,6.135106618724875,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
5544925,593487,2023-04,639,6.135060686278472,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
7181416,594376,2023-04,639,6.135014753904447,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
8389716,666582,2023-04,639,6.134968821602806,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
10562928,673018,2023-04,639,6.134922889373556,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
11566205,679125,2023-04,639,6.134876957216697,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
12068451,728227,2023-04,639,6.1348310251322316,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
13099964,809459,2023-04,639,6.13478509312017,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
14618674,810428,2023-04,639,6.1347391611805095,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
14833314,825437,2023-04,639,6.13469322931326,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
15525882,926429,2023-04,639,6.134647297518418,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
16446701,940091,2023-04,639,6.134601365795993,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
16697169,986262,2023-04,639,6.13455543414599,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
18923861,997616,2023-04,639,6.134509502568407,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19211347,1074593,2023-04,639,6.134463571063251,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19385667,1152174,2023-04,639,6.134417639630529,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19601104,1220046,2023-04,639,6.134371708270241,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
20044208,1259924,2023-04,639,6.134325776982389,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
20920040,1317015,2023-04,639,6.134279845766982,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21094144,1408115,2023-04,639,6.134233914624023,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21129322,1440018,2023-04,639,6.134187983553511,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21368993,1441019,2023-04,639,6.134142052555457,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21398664,1451531,2023-04,639,6.134096121629856,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21545171,1476364,2023-04,639,6.134050190776722,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21557233,1525788,2023-04,639,6.134004259996053,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21574848,1570911,2023-04,639,6.133958329287852,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21597554,1649021,2023-04,639,6.133912398652127,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21610884,1701545,2023-04,639,6.133866468088876,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21627462,1718152,2023-04,639,6.13382053759811,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21628925,1723550,2023-04,639,6.133774607179829,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21629580,1747493,2023-04,639,6.133728676834036,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21703101,1763430,2023-04,639,6.133682746560739,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21733543,1829892,2023-04,639,6.1336368163599335,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21754630,1866038,2023-04,639,6.133590886231632,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21764841,1989834,2023-04,639,6.133544956175837,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21781509,2110944,2023-04,639,6.133499026192547,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
11725056,2735009,2023-05,640,0.0,first_active_bucket+ask_bin,early,early,mid,mid
19107509,19161505,2023-05,640,0.006161858885651978,first_active_bucket+ask_bin,mid,mid,mid,mid
9658149,448521,2023-05,640,3.2032322129217,first_active_bucket+relaxed_ask_bin,early,early,zero,one
17903140,408410,2023-05,640,6.465537497511176,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
7090501,6414,2023-05,640,0.0,first_active_bucket+ask_bin,mid,mid,one,one
20293888,146438,2023-05,640,0.0,first_active_bucket+ask_bin,mid,mid,one,one
10656374,102063,2023-05,640,6.558014156454508,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21974641,210559,2023-05,640,6.557960911642927,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
769449,127508,2023-05,640,0.0,first_active_bucket+ask_bin,early,early,low,low
15246353,398670,2023-05,640,3.203098476750473,first_active_bucket+relaxed_ask_bin,early,early,zero,one
3919120,240795,2023-05,640,0.0,first_active_bucket+ask_bin,early,early,one,one
9052139,5724342,2023-05,640,0.0,first_active_bucket+ask_bin,early,early,low,low
15130069,29573,2023-05,640,0.0,first_active_bucket+ask_bin,early,early,one,one
2029836,504877,2023-05,640,3.202834003140716,first_active_bucket+relaxed_ask_bin,early,early,zero,one
12774913,128647,2023-05,640,0.0,first_active_bucket+ask_bin,early,early,one,one
17004401,16986538,2023-05,640,0.01826298139330014,first_active_bucket+ask_bin,early,early,low,low
6035977,21115,2023-05,640,0.0,first_active_bucket+ask_bin,early,early,low,low
13041269,334493,2023-05,640,3.202686845469391,first_active_bucket+relaxed_ask_bin,early,early,zero,one
19139185,18803839,2023-05,640,0.14792267704670212,first_active_bucket+ask_bin,mid,mid,mid,mid
10027592,824331,2023-05,640,3.2026214718352723,first_active_bucket+relaxed_ask_bin,early,early,zero,one
13725694,82330,2023-05,640,0.0,first_active_bucket+ask_bin,early,early,low,low
12750353,749657,2023-05,640,3.567536998676055,first_active_bucket+ask_bin,early,early,low,low
282855,44330,2023-05,640,3.2026600313328535,first_active_bucket+relaxed_ask_bin,early,early,zero,one
4789317,120574,2023-05,640,3.2025946464290724,first_active_bucket+relaxed_ask_bin,early,early,zero,one
19480934,72911,2023-05,640,0.0,first_active_bucket+ask_bin,mid,mid,one,one
6591677,339070,2023-05,640,0.0,first_active_bucket+ask_bin,early,early,low,low
18119934,31274,2023-05,640,0.0,first_active_bucket+ask_bin,mid,mid,one,one
1738579,4639,2023-05,640,3.202581235607055,first_active_bucket+relaxed_ask_bin,early,early,zero,one
11045673,843036,2023-05,640,3.202515845514897,first_active_bucket+relaxed_ask_bin,early,early,zero,one
19276214,355675,2023-05,640,0.0,first_active_bucket+ask_bin,mid,mid,low,low
18678260,188547,2023-05,640,6.466788235094375,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
2593480,173922,2023-05,640,0.0,first_active_bucket+ask_bin,early,early,one,one
10303614,371392,2023-05,640,3.202385066673682,first_active_bucket+relaxed_ask_bin,early,early,zero,one
12139975,25197,2023-05,640,0.0,first_active_bucket+ask_bin,early,early,one,one
12617815,252060,2023-05,640,6.559392355234671,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19628414,273657,2023-05,640,0.0,first_active_bucket+ask_bin,mid,mid,one,one
1854182,459975,2023-05,640,3.2022542896235984,first_active_bucket+relaxed_ask_bin,early,early,zero,one
8210008,122466,2023-05,640,3.2021889017703553,first_active_bucket+relaxed_ask_bin,early,early,zero,one
8697724,217304,2023-05,640,3.202123514365044,first_active_bucket+relaxed_ask_bin,early,early,zero,one
11781450,887835,2023-05,640,3.202058127407717,first_active_bucket+relaxed_ask_bin,early,early,zero,one
12431563,146234,2023-05,640,3.20199274089842,first_active_bucket+relaxed_ask_bin,early,early,zero,one
12913109,8653046,2023-05,640,3.201927354837207,first_active_bucket+relaxed_ask_bin,early,early,zero,one
14814581,405022,2023-05,640,3.201861969224127,first_active_bucket+relaxed_ask_bin,early,early,zero,one
15107876,313421,2023-05,640,0.0,first_active_bucket+ask_bin,early,early,one,one
17236103,1864003,2023-05,640,0.0,first_active_bucket+ask_bin,mid,mid,low,low
1478601,410703,2023-05,640,6.5592958602007965,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
5708613,291470,2023-05,640,3.2017311993425595,first_active_bucket+relaxed_ask_bin,early,early,zero,one
10503528,249341,2023-05,640,3.2016658150741755,first_active_bucket+relaxed_ask_bin,early,early,zero,one
15788211,430017,2023-05,640,6.466584341488862,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
17127497,1025616,2023-05,640,6.466530653370006,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21117696,260,2023-05,640,0.0,first_active_bucket+ask_bin,mid,mid,one,one
21120621,413169,2023-05,640,6.559086831883344,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
1246260,660380,2023-05,640,6.559033571554961,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
2149519,686595,2023-05,640,6.558980311300774,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
4478775,726156,2023-05,640,6.558927051120792,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
6013354,813750,2023-05,640,6.558873791015016,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
8237910,814730,2023-05,640,6.558820530983454,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
10671406,886357,2023-05,640,6.558767271026108,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
10687259,912873,2023-05,640,6.558714011142978,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
10975096,916063,2023-05,640,6.558660751334079,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
11523102,1104177,2023-05,640,6.558607491599402,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
12159826,1128773,2023-05,640,6.558554231938962,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
12240655,1152915,2023-05,640,6.558500972352753,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
14311265,1209054,2023-05,640,6.558447712840788,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
16154213,1216231,2023-05,640,6.558394453403067,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
17203857,1240513,2023-05,640,6.558341194039594,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
17934894,1332019,2023-05,640,6.558287934750377,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19637822,1353147,2023-05,640,6.558234675535414,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19650252,1498199,2023-05,640,6.55818141639471,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
20005702,1616738,2023-05,640,6.558128157328277,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
20752319,1765302,2023-05,640,6.55807489833611,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
20971538,1898734,2023-05,640,6.558021639418213,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21790997,1970975,2023-05,640,6.557968380574598,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21794193,2027898,2023-05,640,6.557915121805266,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21812941,2078621,2023-05,640,6.557861863110217,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21837761,2109046,2023-05,640,6.557808604489459,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21847272,2138913,2023-05,640,6.5577553459429945,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21878965,2150678,2023-05,640,6.557702087470826,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21894869,2164477,2023-05,640,6.557648829072961,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21905276,2202566,2023-05,640,6.557595570749402,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21906720,2456976,2023-05,640,6.557542312500156,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21929232,2564635,2023-05,640,6.55748905432522,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21929933,2606257,2023-05,640,6.557435796224606,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21933401,2845491,2023-05,640,6.557382538198312,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21936869,2856731,2023-05,640,6.557329280246348,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21942949,2945958,2023-05,640,6.557276022368713,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21963475,2996073,2023-05,640,6.557222764565414,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21966285,3017438,2023-05,640,6.557169506836454,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21967468,3050077,2023-05,640,6.557116249181837,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21969159,3112832,2023-05,640,6.557062991601566,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21969572,3260634,2023-05,640,6.557009734095649,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21973195,3359778,2023-05,640,6.556956476664086,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21976810,3375601,2023-05,640,6.556903219306882,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21981222,3417379,2023-05,640,6.5568499620240415,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21988348,3427777,2023-05,640,6.55679670481557,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21988823,3451371,2023-05,640,6.556743447681472,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
17294750,580937,2023-06,641,3.3668010490558147,first_active_bucket+relaxed_ask_bin,early,early,zero,one
19793599,1928275,2023-06,641,0.0,first_active_bucket+ask_bin,mid,mid,low,low
1014217,825227,2023-06,641,0.0,first_active_bucket+ask_bin,early,early,low,low
11101156,44330,2023-06,641,3.366799332590164,first_active_bucket+relaxed_ask_bin,early,early,zero,one
19012685,882932,2023-06,641,6.935187602779042,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
14999075,199166,2023-06,641,3.366724174421208,first_active_bucket+relaxed_ask_bin,early,early,zero,one
21614317,2097,2023-06,641,0.0,first_active_bucket+ask_bin,mid,mid,one,one
17664737,26521,2023-06,641,7.0145138597576855,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19373862,253924,2023-06,641,7.01445083245611,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
3650477,12386,2023-06,641,0.0,first_active_bucket+ask_bin,early,early,one,one
10181236,9773920,2023-06,641,0.0003405388726118688,first_active_bucket+ask_bin,early,early,mid,mid
10018352,691505,2023-06,641,3.367924396330342,first_active_bucket+relaxed_ask_bin,early,early,zero,one
11969592,3172556,2023-06,641,0.0,first_active_bucket+ask_bin,early,early,one,one
14550606,33890,2023-06,641,3.3677740164959524,first_active_bucket+relaxed_ask_bin,early,early,zero,one
242769,1648661,2023-06,641,0.0,first_active_bucket+ask_bin,early,early,one,one
2641825,54557,2023-06,641,0.0,first_active_bucket+ask_bin,early,early,one,one
5230568,35416,2023-06,641,0.0,first_active_bucket+ask_bin,early,early,one,one
11607307,6113214,2023-06,641,0.018040906588275184,first_active_bucket+ask_bin,early,early,mid,mid
1694657,284164,2023-06,641,3.3677445445527696,first_active_bucket+relaxed_ask_bin,early,early,zero,one
2366887,403425,2023-06,641,0.0,first_active_bucket+ask_bin,early,early,low,low
15226007,467590,2023-06,641,0.0,first_active_bucket+ask_bin,early,early,low,low
1088796,91208,2023-06,641,3.367669191591058,first_active_bucket+relaxed_ask_bin,early,early,zero,one
14552928,550643,2023-06,641,3.367593981419771,first_active_bucket+relaxed_ask_bin,early,early,zero,one
5353712,12269509,2023-06,641,0.008921866366037472,first_active_bucket+ask_bin,early,early,low,low
14908269,396077,2023-06,641,3.36759232468937,first_active_bucket+relaxed_ask_bin,early,early,zero,one
19518801,1828539,2023-06,641,0.0,first_active_bucket+ask_bin,mid,mid,mid,mid
14143152,82733,2023-06,641,3.3675171077119894,first_active_bucket+relaxed_ask_bin,early,early,zero,one
15754672,6130153,2023-06,641,0.0,first_active_bucket+ask_bin,mid,mid,one,one
19145927,69809,2023-06,641,0.0,first_active_bucket+ask_bin,mid,mid,one,one
967588,191246,2023-06,641,0.0,first_active_bucket+ask_bin,early,early,one,one
16115359,209882,2023-06,641,3.3673666752956706,first_active_bucket+relaxed_ask_bin,early,early,zero,one
19634839,112871,2023-06,641,0.0,first_active_bucket+ask_bin,mid,mid,low,low
4449035,240795,2023-06,641,3.367291459856857,first_active_bucket+relaxed_ask_bin,early,early,zero,one
5050431,6610,2023-06,641,0.0,first_active_bucket+ask_bin,early,early,one,one
12223536,422312,2023-06,641,3.3671410305182237,first_active_bucket+relaxed_ask_bin,early,early,zero,one
18467992,408410,2023-06,641,6.935470785984753,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
20446464,303250,2023-06,641,0.0,first_active_bucket+ask_bin,mid,mid,low,low
16264474,494642,2023-06,641,3.3670658166185277,first_active_bucket+relaxed_ask_bin,early,early,zero,one
18183289,641662,2023-06,641,6.93543043417896,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
280393,340354,2023-06,641,3.3669906032319923,first_active_bucket+relaxed_ask_bin,early,early,zero,one
3232335,375619,2023-06,641,7.014837019070249,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
5204859,413653,2023-06,641,7.014773981600694,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
10908969,461048,2023-06,641,7.014710944206759,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
11065879,198145,2023-06,641,6.935177039205387,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
11271461,1486486,2023-06,641,3.366915390358682,first_active_bucket+relaxed_ask_bin,early,early,zero,one
15315244,887835,2023-06,641,3.366840177998656,first_active_bucket+relaxed_ask_bin,early,early,zero,one
16486986,1272421,2023-06,641,6.935113690564386,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
18277716,520601,2023-06,641,7.014526948747497,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19747301,430017,2023-06,641,6.934986993405272,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21669823,538706,2023-06,641,7.014400261954486,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21966097,599728,2023-06,641,7.014337224913849,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
507242,613949,2023-06,641,7.014274187948866,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
3616731,655046,2023-06,641,7.014211151059537,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
3993424,751842,2023-06,641,7.014148114245874,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
4813455,803127,2023-06,641,7.014085077507872,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
5089210,856623,2023-06,641,7.014022040845543,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
6161011,922713,2023-06,641,7.013959004258884,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
10760045,982049,2023-06,641,7.0138959677479065,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
11448163,1049786,2023-06,641,7.01383293131261,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
11849044,1204092,2023-06,641,7.013769894953001,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
13309981,1238689,2023-06,641,7.013706858669081,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
14620381,1435461,2023-06,641,7.013643822460858,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
16679332,1454316,2023-06,641,7.013580786328335,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
16996340,1473240,2023-06,641,7.013517750271513,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19258476,1477418,2023-06,641,7.013454714290399,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19827956,1491069,2023-06,641,7.013391678384995,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
20321332,1540660,2023-06,641,7.013328642555312,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
20634985,1593874,2023-06,641,7.013265606801346,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21290869,1660529,2023-06,641,7.013202571123103,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22000609,1686950,2023-06,641,7.013139535520594,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22009816,1766050,2023-06,641,7.013076499993811,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22010235,1804024,2023-06,641,7.013013464542771,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22021301,1872234,2023-06,641,7.012950429167471,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22028199,1985211,2023-06,641,7.012887393867915,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22046807,2168554,2023-06,641,7.012824358644112,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22052996,2202285,2023-06,641,7.01276132349606,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22053467,2233549,2023-06,641,7.012698288423768,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22056563,2244819,2023-06,641,7.012635253427235,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22073036,2262416,2023-06,641,7.01257221850647,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22111197,2312835,2023-06,641,7.01250918366148,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22130106,2364405,2023-06,641,7.012446148892262,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22132595,2383529,2023-06,641,7.012383114198823,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
10262805,5457853,2023-07,642,1.7959914077133934,first_active_bucket+ask_bin,early,early,low,low
11503138,73382,2023-07,642,7.5154667155559345,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22260335,92143,2023-07,642,7.51539337787293,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
1845408,520556,2023-07,642,0.0,first_active_bucket+ask_bin,early,early,low,low
12018434,135740,2023-07,642,7.515320040264804,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22218170,193258,2023-07,642,7.515246702731564,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
7762646,4056181,2023-07,642,0.7372922841633813,first_active_bucket+ask_bin,early,early,low,low
9443671,11963167,2023-07,642,0.0,first_active_bucket+ask_bin,early,early,low,low
9097114,100265,2023-07,642,0.0,first_active_bucket+ask_bin,early,early,one,one
13314132,972647,2023-07,642,0.0,first_active_bucket+ask_bin,early,early,low,low
1024973,54557,2023-07,642,3.4582198162483757,first_active_bucket+relaxed_ask_bin,early,early,zero,one
7458826,25197,2023-07,642,0.0,first_active_bucket+ask_bin,early,early,one,one
13335589,173149,2023-07,642,0.0,first_active_bucket+ask_bin,early,early,one,one
2987552,17316080,2023-07,642,0.09355642972301317,first_active_bucket+ask_bin,early,early,mid,mid
21154323,728438,2023-07,642,0.0,first_active_bucket+ask_bin,mid,mid,low,low
3282410,222279,2023-07,642,3.458778458678165,first_active_bucket+relaxed_ask_bin,early,early,zero,one
11073827,72882,2023-07,642,3.458695281067155,first_active_bucket+relaxed_ask_bin,early,early,zero,one
18739908,10873155,2023-07,642,0.0,first_active_bucket+ask_bin,mid,mid,low,low
1162465,134702,2023-07,642,3.458612104028983,first_active_bucket+relaxed_ask_bin,early,early,zero,one
14354649,744351,2023-07,642,3.458528927563717,first_active_bucket+relaxed_ask_bin,early,early,zero,one
13788374,112976,2023-07,642,0.0,first_active_bucket+ask_bin,early,early,low,low
21056841,156613,2023-07,642,0.0,first_active_bucket+ask_bin,mid,mid,one,one
6080303,307428,2023-07,642,3.458535666635526,first_active_bucket+relaxed_ask_bin,early,early,zero,one
6564294,6444853,2023-07,642,3.9707120933932503,first_active_bucket+ask_bin,mid,mid,mid,mid
12338798,1009698,2023-07,642,0.003891019301582024,first_active_bucket+ask_bin,early,early,low,low
14120046,93277,2023-07,642,3.4585424116384234,first_active_bucket+relaxed_ask_bin,early,early,zero,one
1717535,730858,2023-07,642,3.458459218045381,first_active_bucket+relaxed_ask_bin,early,early,zero,one
12830067,146234,2023-07,642,3.458376025025315,first_active_bucket+relaxed_ask_bin,early,early,zero,one
12906920,5025009,2023-07,642,3.7580134220820973,first_active_bucket+relaxed_ask_bin,early,early,zero,one
17315768,887835,2023-07,642,3.458209640704402,first_active_bucket+relaxed_ask_bin,early,early,zero,one
