event_id,user_id,role,source_surface,event_ts,event_month,question_id,answer_id,comment_id,strict_pattern_labels,tool_family_labels,question_created_at,question_month_id,primary_tag,high_tag,exposure_index,post_chatgpt
DAE-0000234,753632.0,question_commenter,question_comment,2023-02-11 10:05:55.077000+00:00,2023-02,75419385,,133074473.0,from_tool,openai,2023-02-11 10:00:53.290000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000235,21192455.0,asker,question_body,2023-02-11 10:48:07.860000+00:00,2023-02,75419641,,,used_tool,chatgpt,2023-02-11 10:48:07.860000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000236,20149501.0,asker,question_body,2023-02-12 22:22:06.737000+00:00,2023-02,75430574,,,used_tool,chatgpt,2023-02-12 22:22:06.737000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000237,,question_commenter,question_comment,2023-02-13 04:06:23.237000+00:00,2023-02,75427849,,133095106.0,from_tool,openai,2023-02-12 14:50:06.803000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000238,16920990.0,asker,title,2023-02-14 06:05:04.490000+00:00,2023-02,75444023,,,from_tool,gpt_family,2023-02-14 06:05:04.490000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000239,12656420.0,asker,question_body,2023-02-14 15:56:40.800000+00:00,2023-02,75450292,,,tool_said,chatgpt,2023-02-14 15:56:40.800000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000240,3097922.0,asker,question_body,2023-02-15 20:50:36.007000+00:00,2023-02,75465314,,,from_tool,chatgpt,2023-02-15 20:50:36.007000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000241,224132.0,question_commenter,question_comment,2023-02-15 20:59:43.247000+00:00,2023-02,75460398,,133150685.0,tool_generated,ai_generated;chatgpt,2023-02-15 13:20:41.677000+00:00,2023-02,numpy,1.0,0.8626457974180449,1
DAE-0000242,84592.0,answerer,answer_body,2023-02-16 03:33:47.283000+00:00,2023-02,75433635,75467593.0,,used_tool,chatgpt,2023-02-13 08:45:56.050000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000243,4688321.0,question_commenter,question_comment,2023-02-16 10:22:15.183000+00:00,2023-02,75470802,,133159486.0,from_tool,chatgpt,2023-02-16 10:18:51.057000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000244,544825.0,answer_commenter,answer_comment,2023-02-16 12:33:27.493000+00:00,2023-02,75469221,75469444.0,133161787.0,tool_generated,ai_generated;chatgpt,2023-02-16 07:49:52.143000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000245,4369251.0,asker,question_body,2023-02-16 17:21:15.410000+00:00,2023-02,75475827,,,used_tool,chatgpt,2023-02-16 17:21:15.410000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000246,63550.0,answer_commenter,answer_comment,2023-02-16 23:35:17.267000+00:00,2023-02,74747476,74937014.0,133173313.0,tool_generated,ai_generated;chatgpt,2022-12-09 19:24:21.060000+00:00,2022-12,javascript,1.0,0.484762784788476,1
DAE-0000247,21187165.0,asker,question_body,2023-02-17 04:59:53.320000+00:00,2023-02,75480406,,,from_tool,chatgpt;openai,2023-02-17 04:59:53.320000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000248,16133689.0,asker,question_body,2023-02-18 02:15:21.057000+00:00,2023-02,75490773,,,tool_said,chatgpt,2023-02-18 02:15:21.057000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000249,1363098.0,asker,question_body,2023-02-18 08:41:09.293000+00:00,2023-02,75492155,,,used_tool,chatgpt,2023-02-18 08:41:09.293000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000250,17614903.0,question_commenter,question_comment,2023-02-18 13:55:16.057000+00:00,2023-02,75491096,,133197776.0,used_tool,chatgpt,2023-02-18 04:02:54.983000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000251,16493174.0,asker,question_body,2023-02-19 03:04:42.163000+00:00,2023-02,75497748,,,from_tool,chatgpt,2023-02-19 03:04:42.163000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000252,21247415.0,asker,question_body,2023-02-20 01:44:45.913000+00:00,2023-02,75504586,,,from_tool,chatgpt;openai,2023-02-20 01:44:45.913000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000253,527965.0,answer_commenter,answer_comment,2023-02-21 14:43:08.613000+00:00,2023-02,75503984,75522027.0,133245696.0,used_tool,chatgpt,2023-02-19 22:58:39.863000+00:00,2023-02,regex,1.0,1.657307329678494,1
DAE-0000254,21260473.0,asker,question_body,2023-02-21 19:03:16.610000+00:00,2023-02,75524842,,,from_tool,chatgpt,2023-02-21 19:03:16.610000+00:00,2023-02,pandas,1.0,1.1493993062473231,1
DAE-0000255,16343464.0,question_commenter,question_comment,2023-02-21 19:10:25.357000+00:00,2023-02,75524842,,133250891.0,from_tool,chatgpt,2023-02-21 19:03:16.610000+00:00,2023-02,pandas,1.0,1.1493993062473231,1
DAE-0000256,21260354.0,asker,question_body,2023-02-21 19:51:28.413000+00:00,2023-02,75525256,,,from_tool,chatgpt,2023-02-21 19:51:28.413000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000257,21260778.0,question_commenter,question_comment,2023-02-22 01:33:49.480000+00:00,2023-02,75525619,,133255666.0,used_tool,chatgpt,2023-02-21 20:31:54.750000+00:00,2023-02,multithreading,0.0,-1.0198880283282128,1
DAE-0000258,21203289.0,asker,question_body,2023-02-22 08:07:13.437000+00:00,2023-02,75529778,,,tool_generated,chatgpt,2023-02-22 08:07:13.437000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000259,20231814.0,question_commenter,question_comment,2023-02-22 18:58:38.383000+00:00,2023-02,75537012,,133271247.0,tool_said,chatgpt,2023-02-22 18:52:05.963000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000260,328193.0,question_commenter,question_comment,2023-02-22 19:01:09.583000+00:00,2023-02,75537012,,133271291.0,tool_said,chatgpt,2023-02-22 18:52:05.963000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000261,3689450.0,question_commenter,question_comment,2023-02-22 19:02:11.850000+00:00,2023-02,75537012,,133271309.0,tool_said,chatgpt,2023-02-22 18:52:05.963000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000262,246724.0,question_commenter,question_comment,2023-02-22 23:35:55.623000+00:00,2023-02,75538480,,133275245.0,tool_said,chatgpt,2023-02-22 21:48:08.693000+00:00,2023-02,docker,0.0,-2.067518990036933,1
DAE-0000263,20835118.0,asker,question_body,2023-02-23 03:40:48.663000+00:00,2023-02,75540366,,,from_tool,chatgpt,2023-02-23 03:40:48.663000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000264,21270404.0,asker,question_body,2023-02-23 05:18:36.573000+00:00,2023-02,75540828,,,tool_generated,chatgpt;gpt_family;openai,2023-02-23 05:18:36.573000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000265,12932447.0,asker,question_body,2023-02-23 16:18:21.953000+00:00,2023-02,75547485,,,used_tool,chatgpt,2023-02-23 16:18:21.953000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000266,9720696.0,asker,title,2023-02-23 16:41:17.947000+00:00,2023-02,75547772,,,from_tool,,2023-02-23 16:41:17.947000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000267,21275488.0,asker,question_body,2023-02-23 19:41:40.043000+00:00,2023-02,75549596,,,tool_generated,chatgpt,2023-02-23 19:41:40.043000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000268,19528114.0,asker,question_body,2023-02-24 02:26:43.813000+00:00,2023-02,75552109,,,used_tool,chatgpt,2023-02-24 02:26:43.813000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000269,14754805.0,asker,title,2023-02-24 07:34:05.960000+00:00,2023-02,75553701,,,from_tool,openai,2023-02-24 07:34:05.960000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000270,1847112.0,asker,question_body,2023-02-25 09:05:44.837000+00:00,2023-02,75564352,,,from_tool,chatgpt,2023-02-25 09:05:44.837000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000271,21288301.0,asker,title,2023-02-25 22:42:45.083000+00:00,2023-02,75568896,,,from_tool,openai,2023-02-25 22:42:45.083000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000272,18873260.0,asker,question_body,2023-02-26 06:48:39.387000+00:00,2023-02,75570409,,,from_tool,chatgpt;openai,2023-02-26 06:48:39.387000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000273,11079607.0,question_commenter,question_comment,2023-02-26 07:58:50.780000+00:00,2023-02,75488717,,133327175.0,from_tool,chatgpt,2023-02-17 19:54:58.163000+00:00,2023-02,sql,1.0,0.8127371844006236,1
DAE-0000274,10231447.0,asker,question_body,2023-02-26 16:27:38.123000+00:00,2023-02,75573389,,,from_tool,chatgpt,2023-02-26 16:27:38.123000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000275,21294007.0,answerer,answer_body,2023-02-27 02:06:21.343000+00:00,2023-02,75313745,75576248.0,,tool_said,chatgpt,2023-02-01 17:05:46.447000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000276,16108670.0,asker,question_body,2023-02-27 18:37:21.227000+00:00,2023-02,75584325,,,from_tool,chatgpt,2023-02-27 18:37:21.227000+00:00,2023-02,regex,1.0,1.657307329678494,1
DAE-0000277,,asker,question_body,2023-02-27 21:48:05.223000+00:00,2023-02,75585873,,,from_tool,chatgpt,2023-02-27 21:48:05.223000+00:00,2023-02,android,0.0,-0.5824723369899437,1
DAE-0000278,21304630.0,asker,question_body,2023-02-28 13:30:43.160000+00:00,2023-02,75592762,,,tool_said,chatgpt,2023-02-28 13:30:43.160000+00:00,2023-02,python,1.0,0.3704293899547944,1
DAE-0000279,3139690.0,asker,question_body,2023-02-28 21:58:48.710000+00:00,2023-02,75597709,,,tool_said,chatgpt,2023-02-28 21:58:48.710000+00:00,2023-02,docker,0.0,-2.067518990036933,1
DAE-0000280,11818002.0,answer_commenter,answer_comment,2023-02-28 22:18:06.920000+00:00,2023-02,75597663,75597706.0,133374081.0,from_tool,chatgpt,2023-02-28 21:51:43.757000+00:00,2023-02,javascript,1.0,0.484762784788476,1
DAE-0000281,6783207.0,asker,question_body,2023-03-01 07:36:18.380000+00:00,2023-03,75600725,,,tool_generated,ai_generated;chatgpt,2023-03-01 07:36:18.380000+00:00,2023-03,android,0.0,-0.5824723369899437,1
DAE-0000282,,question_commenter,question_comment,2023-03-01 09:45:29.163000+00:00,2023-03,75585873,,133380665.0,from_tool,,2023-02-27 21:48:05.223000+00:00,2023-02,android,0.0,-0.5824723369899437,1
DAE-0000283,9609901.0,asker,question_body,2023-03-01 21:25:04.273000+00:00,2023-03,75609157,,,from_tool,chatgpt;openai,2023-03-01 21:25:04.273000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000284,21316661.0,asker,question_body,2023-03-02 06:28:37.043000+00:00,2023-03,75611961,,,tool_generated,chatgpt,2023-03-02 06:28:37.043000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000285,20951386.0,asker,question_body,2023-03-02 07:15:21.593000+00:00,2023-03,75612311,,,from_tool;tool_generated,ai_generated;chatgpt,2023-03-02 07:15:21.593000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000286,21011029.0,asker,question_body,2023-03-02 11:14:52.403000+00:00,2023-03,75614684,,,from_tool,chatgpt,2023-03-02 11:14:52.403000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000287,21243962.0,asker,question_body,2023-03-02 13:16:14.523000+00:00,2023-03,75615946,,,used_tool,chatgpt,2023-03-02 13:16:14.523000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000288,14967032.0,asker,question_body,2023-03-02 17:10:52.117000+00:00,2023-03,75618720,,,from_tool,chatgpt,2023-03-02 17:10:52.117000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000289,10347145.0,answerer,answer_body,2023-03-02 18:50:06.117000+00:00,2023-03,75617865,75619702.0,,from_tool,gpt_family;openai,2023-03-02 15:55:35.150000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000290,19381612.0,asker,question_body,2023-03-02 19:16:19.100000+00:00,2023-03,75619925,,,used_tool,chatgpt,2023-03-02 19:16:19.100000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000291,20784837.0,asker,title,2023-03-02 21:35:36.350000+00:00,2023-03,75621041,,,from_tool,gpt_family;openai,2023-03-02 21:35:36.350000+00:00,2023-03,android,0.0,-0.5824723369899437,1
DAE-0000292,10410243.0,question_commenter,question_comment,2023-03-03 07:13:51.173000+00:00,2023-03,75616006,,133417679.0,tool_said,chatgpt,2023-03-02 13:21:45.747000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000293,13518426.0,asker,question_body,2023-03-03 08:50:38.330000+00:00,2023-03,75624961,,,from_tool,chatgpt;copilot,2023-03-03 08:50:38.330000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000294,13691156.0,asker,question_body,2023-03-03 10:43:53.677000+00:00,2023-03,75626049,,,from_tool,chatgpt,2023-03-03 10:43:53.677000+00:00,2023-03,excel,1.0,0.5121987286806099,1
DAE-0000295,19848933.0,asker,question_body,2023-03-03 18:10:58.547000+00:00,2023-03,75630523,,,tool_generated,ai_generated;chatgpt,2023-03-03 18:10:58.547000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000296,19614071.0,asker,title,2023-03-03 18:51:40.357000+00:00,2023-03,75630847,,,from_tool,gpt_family;openai,2023-03-03 18:51:40.357000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000297,21323845.0,asker,question_body,2023-03-04 09:11:11.510000+00:00,2023-03,75634667,,,from_tool,chatgpt,2023-03-04 09:11:11.510000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000298,7780908.0,answerer,answer_body,2023-03-04 09:19:03.307000+00:00,2023-03,69932281,75634714.0,,tool_said,chatgpt,2021-11-11 17:12:02.450000+00:00,2021-11,kubernetes,0.0,-1.5867667726106391,0
DAE-0000299,18640404.0,asker,question_body,2023-03-04 13:54:15.087000+00:00,2023-03,75636095,,,tool_generated,chatgpt,2023-03-04 13:54:15.087000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000300,21332641.0,asker,question_body,2023-03-04 17:21:54.897000+00:00,2023-03,75637338,,,from_tool,chatgpt,2023-03-04 17:21:54.897000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000301,14337591.0,asker,question_body,2023-03-05 03:53:34.383000+00:00,2023-03,75640096,,,tool_generated,chatgpt,2023-03-05 03:53:34.383000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000302,9093631.0,asker,question_body,2023-03-05 11:44:11.770000+00:00,2023-03,75641985,,,from_tool,openai,2023-03-05 11:44:11.770000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000303,4872140.0,question_commenter,question_comment,2023-03-05 13:10:49.543000+00:00,2023-03,75639275,,133448690.0,from_tool,chatgpt,2023-03-04 23:18:21.443000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000304,349130.0,question_commenter,question_comment,2023-03-05 14:34:56+00:00,2023-03,75642673,,133449524.0,from_tool,chatgpt,2023-03-05 13:46:10.920000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000305,20777257.0,asker,question_body,2023-03-05 17:13:07.373000+00:00,2023-03,75643994,,,used_tool,chatgpt,2023-03-05 17:13:07.373000+00:00,2023-03,sql,1.0,0.8127371844006236,1
DAE-0000306,7118663.0,asker,question_body,2023-03-06 09:30:00.633000+00:00,2023-03,75649108,,,used_tool,chatgpt,2023-03-06 09:30:00.633000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000307,13338574.0,asker,question_body,2023-03-06 15:09:15.790000+00:00,2023-03,75652500,,,used_tool,chatgpt,2023-03-06 15:09:15.790000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000308,2686197.0,asker,question_body,2023-03-06 22:11:08.537000+00:00,2023-03,75656307,,,from_tool,gpt_family;openai,2023-03-06 22:11:08.537000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000309,2686197.0,question_commenter,question_comment,2023-03-07 07:37:43.193000+00:00,2023-03,75656307,,133477567.0,from_tool,openai,2023-03-06 22:11:08.537000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000310,6126373.0,question_commenter,question_comment,2023-03-07 15:24:05.690000+00:00,2023-03,75661274,,133485344.0,from_tool,chatgpt,2023-03-07 11:15:07.210000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000311,20844383.0,asker,question_body,2023-03-07 23:38:23.150000+00:00,2023-03,75668183,,,tool_said,chatgpt,2023-03-07 23:38:23.150000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000312,4287528.0,answerer,answer_body,2023-03-08 08:09:04.130000+00:00,2023-03,60150557,75670618.0,,from_tool,chatgpt,2020-02-10 12:34:13.483000+00:00,2020-02,javascript,1.0,0.484762784788476,0
DAE-0000313,20506443.0,asker,question_body,2023-03-08 08:39:35.443000+00:00,2023-03,75670883,,,used_tool,chatgpt,2023-03-08 08:39:35.443000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000314,16749841.0,asker,question_body,2023-03-09 02:39:55.323000+00:00,2023-03,75679972,,,used_tool,chatgpt,2023-03-09 02:39:55.323000+00:00,2023-03,multithreading,0.0,-1.0198880283282128,1
DAE-0000315,14395416.0,asker,question_body,2023-03-09 04:10:29.507000+00:00,2023-03,75680371,,,used_tool,chatgpt,2023-03-09 04:10:29.507000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000316,21360642.0,asker,question_body,2023-03-09 05:00:16.407000+00:00,2023-03,75680592,,,from_tool,chatgpt,2023-03-09 05:00:16.407000+00:00,2023-03,sql,1.0,0.8127371844006236,1
DAE-0000317,14442001.0,asker,question_body,2023-03-09 13:55:24.183000+00:00,2023-03,75685574,,,used_tool,chatgpt,2023-03-09 13:55:24.183000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000318,770765.0,asker,question_body,2023-03-09 15:59:24.673000+00:00,2023-03,75687094,,,from_tool,chatgpt,2023-03-09 15:59:24.673000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000319,16441245.0,asker,question_body,2023-03-09 17:06:04.863000+00:00,2023-03,75687828,,,from_tool,openai,2023-03-09 17:06:04.863000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000320,770765.0,answerer,answer_body,2023-03-09 19:33:50.017000+00:00,2023-03,75687094,75689242.0,,tool_generated,ai_generated;chatgpt,2023-03-09 15:59:24.673000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000321,1826066.0,question_commenter,question_comment,2023-03-10 15:33:57.100000+00:00,2023-03,75693988,,133542814.0,tool_generated,ai_generated;chatgpt,2023-03-10 08:56:04.383000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000322,4224440.0,asker,question_body,2023-03-11 10:42:20.860000+00:00,2023-03,75704337,,,tool_said;used_tool,chatgpt,2023-03-11 10:42:20.860000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000323,2627777.0,asker,question_body,2023-03-11 20:04:05.237000+00:00,2023-03,75709199,,,from_tool,,2023-03-11 20:04:05.237000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000324,5029107.0,asker,question_body,2023-03-12 00:58:37.783000+00:00,2023-03,75710495,,,from_tool,chatgpt,2023-03-12 00:58:37.783000+00:00,2023-03,sql,1.0,0.8127371844006236,1
DAE-0000325,21382610.0,asker,question_body,2023-03-12 11:08:06.773000+00:00,2023-03,75712694,,,from_tool,openai,2023-03-12 11:08:06.773000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000326,21386362.0,asker,title,2023-03-13 02:48:53.883000+00:00,2023-03,75717683,,,from_tool,openai,2023-03-13 02:48:53.883000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000327,21386838.0,asker,question_body,2023-03-13 05:26:13.767000+00:00,2023-03,75718295,,,from_tool,openai,2023-03-13 05:26:13.767000+00:00,2023-03,bash,1.0,0.4267372425853595,1
DAE-0000328,21386838.0,answer_commenter,answer_comment,2023-03-13 18:05:15.200000+00:00,2023-03,75718295,75718486.0,133586940.0,from_tool,chatgpt;openai,2023-03-13 05:26:13.767000+00:00,2023-03,bash,1.0,0.4267372425853595,1
DAE-0000329,4900133.0,asker,question_body,2023-03-14 06:51:46.717000+00:00,2023-03,75729884,,,tool_said,chatgpt,2023-03-14 06:51:46.717000+00:00,2023-03,kubernetes,0.0,-1.5867667726106391,1
DAE-0000330,21395907.0,answerer,answer_body,2023-03-14 11:34:27.040000+00:00,2023-03,75679169,75732585.0,,from_tool,chatgpt,2023-03-08 23:34:48.357000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000331,21399222.0,asker,question_body,2023-03-14 20:25:03.843000+00:00,2023-03,75738061,,,from_tool,chatgpt,2023-03-14 20:25:03.843000+00:00,2023-03,android,0.0,-0.5824723369899437,1
DAE-0000332,506796.0,answerer,answer_body,2023-03-14 21:21:15.823000+00:00,2023-03,75738061,75738516.0,,from_tool,chatgpt,2023-03-14 20:25:03.843000+00:00,2023-03,android,0.0,-0.5824723369899437,1
DAE-0000333,1519468.0,asker,question_body,2023-03-15 04:48:33.080000+00:00,2023-03,75740652,,,from_tool,chatgpt;gpt_family;openai,2023-03-15 04:48:33.080000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000334,19964422.0,asker,question_body,2023-03-15 12:20:28.443000+00:00,2023-03,75744618,,,tool_generated,chatgpt,2023-03-15 12:20:28.443000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000335,21391326.0,asker,title,2023-03-15 17:07:35.887000+00:00,2023-03,75747955,,,from_tool,openai,2023-03-15 17:07:35.887000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000336,21405080.0,question_commenter,question_comment,2023-03-15 17:48:12.360000+00:00,2023-03,75747266,,133624846.0,tool_said,chatgpt,2023-03-15 16:07:27.240000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000337,3270037.0,question_commenter,question_comment,2023-03-15 18:08:35.543000+00:00,2023-03,75747266,,133625171.0,tool_said,chatgpt,2023-03-15 16:07:27.240000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000338,21407890.0,answer_commenter,answer_comment,2023-03-16 08:43:23.377000+00:00,2023-03,75751994,75752796.0,133634106.0,from_tool,chatgpt,2023-03-16 03:45:12.057000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000339,20373546.0,asker,question_body,2023-03-16 20:52:56.013000+00:00,2023-03,75761536,,,from_tool,chatgpt,2023-03-16 20:52:56.013000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000340,14790056.0,question_commenter,question_comment,2023-03-16 21:40:51.033000+00:00,2023-03,75761099,,133647643.0,from_tool,chatgpt,2023-03-16 19:56:29.800000+00:00,2023-03,sql,1.0,0.8127371844006236,1
DAE-0000341,2402272.0,answerer,answer_body,2023-03-17 03:42:34.167000+00:00,2023-03,75763488,75763573.0,,from_tool,chatgpt,2023-03-17 03:22:19.513000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000342,9680491.0,asker,question_body,2023-03-18 03:59:30.213000+00:00,2023-03,75773786,,,from_tool;used_tool,chatgpt;gpt_family;openai,2023-03-18 03:59:30.213000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000343,395857.0,question_commenter,question_comment,2023-03-18 06:25:28.223000+00:00,2023-03,75773786,,133667785.0,from_tool,gpt_family;openai,2023-03-18 03:59:30.213000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000344,13266105.0,question_commenter,question_comment,2023-03-18 10:06:26.513000+00:00,2023-03,75774873,,133669214.0,from_tool,gpt_family;openai,2023-03-18 09:11:27.633000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000345,401041.0,answerer,answer_body,2023-03-18 10:25:09.670000+00:00,2023-03,75775189,75775259.0,,from_tool,chatgpt,2023-03-18 10:13:05.130000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000346,10347145.0,answerer,answer_body,2023-03-18 18:20:54.977000+00:00,2023-03,75774873,75777838.0,,from_tool,gpt_family;openai,2023-03-18 09:11:27.633000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000347,8278075.0,asker,question_body,2023-03-19 05:44:21.877000+00:00,2023-03,75780287,,,tool_said,chatgpt,2023-03-19 05:44:21.877000+00:00,2023-03,firebase,0.0,-0.8269317640104322,1
DAE-0000348,5130299.0,asker,question_body,2023-03-19 14:55:34.660000+00:00,2023-03,75782864,,,from_tool,chatgpt;gpt_family;openai,2023-03-19 14:55:34.660000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000349,6424533.0,asker,question_body,2023-03-19 21:20:14.037000+00:00,2023-03,75784990,,,used_tool,chatgpt,2023-03-19 21:20:14.037000+00:00,2023-03,pandas,1.0,1.1493993062473231,1
DAE-0000350,20925777.0,answerer,answer_body,2023-03-20 07:10:53.030000+00:00,2023-03,75741198,75787399.0,,used_tool,,2023-03-15 06:32:51.450000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000351,52545.0,asker,question_body,2023-03-20 16:45:10.013000+00:00,2023-03,75793047,,,from_tool,chatgpt,2023-03-20 16:45:10.013000+00:00,2023-03,regex,1.0,1.657307329678494,1
DAE-0000352,6039697.0,asker,question_body,2023-03-20 17:53:04.323000+00:00,2023-03,75793683,,,tool_generated,ai_generated;chatgpt,2023-03-20 17:53:04.323000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000353,,asker,question_body,2023-03-20 21:04:03.237000+00:00,2023-03,75795286,,,from_tool,openai,2023-03-20 21:04:03.237000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000354,21449766.0,asker,question_body,2023-03-21 17:08:25.153000+00:00,2023-03,75804316,,,tool_said,chatgpt,2023-03-21 17:08:25.153000+00:00,2023-03,javascript,1.0,0.484762784788476,1
DAE-0000355,3944252.0,asker,question_body,2023-03-22 01:09:17.973000+00:00,2023-03,75807664,,,from_tool,chatgpt;gpt_family;openai,2023-03-22 01:09:17.973000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000356,3944252.0,asker,title,2023-03-22 01:09:17.973000+00:00,2023-03,75807664,,,from_tool,chatgpt;openai,2023-03-22 01:09:17.973000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000357,4900133.0,answer_commenter,answer_comment,2023-03-22 05:55:10.423000+00:00,2023-03,75729884,75743819.0,133725007.0,tool_said,chatgpt,2023-03-14 06:51:46.717000+00:00,2023-03,kubernetes,0.0,-1.5867667726106391,1
DAE-0000358,14917676.0,asker,question_body,2023-03-22 09:05:09.710000+00:00,2023-03,75810214,,,from_tool,chatgpt,2023-03-22 09:05:09.710000+00:00,2023-03,python,1.0,0.3704293899547944,1
DAE-0000359,20936304.0,asker,question_body,2023-03-23 04:25:59.620000+00:00,2023-03,75819244,,,used_tool,chatgpt,2023-03-23 04:25:59.620000+00:00,2023-03,javascript,1.0,0.484762784788476,1
